#y  dN/dy  v1cos  v1sin  v2cos  v2sin  v3cos  v3sin  v4cos  v4sin  v5cos  v5sin  v6cos  v6sin  v7cos  v7sin
-1.60000000e-01  2.59844868e-01  0.00000000e+00  6.32219798e-03  5.12405925e-03  -7.89130929e-02  -9.52819219e-03  -1.25008250e-02  -3.79694700e-02  -2.35329675e-03  6.32061453e-03  -9.48868251e-04  -3.81032213e-03  4.89842215e-03  -3.03771197e-05  -3.82179554e-03  2.06917200e-03
-1.40000000e-01  2.59844868e-01  0.00000000e+00  6.32219798e-03  5.12405925e-03  -7.89130929e-02  -9.52819219e-03  -1.25008250e-02  -3.79694700e-02  -2.35329675e-03  6.32061453e-03  -9.48868251e-04  -3.81032213e-03  4.89842215e-03  -3.03771197e-05  -3.82179554e-03  2.06917200e-03
-1.20000000e-01  2.59844868e-01  0.00000000e+00  6.32219798e-03  5.12405925e-03  -7.89130929e-02  -9.52819219e-03  -1.25008250e-02  -3.79694700e-02  -2.35329675e-03  6.32061453e-03  -9.48868251e-04  -3.81032213e-03  4.89842215e-03  -3.03771197e-05  -3.82179554e-03  2.06917200e-03
-1.00000000e-01  2.59844868e-01  0.00000000e+00  6.32219798e-03  5.12405925e-03  -7.89130929e-02  -9.52819219e-03  -1.25008250e-02  -3.79694700e-02  -2.35329675e-03  6.32061453e-03  -9.48868251e-04  -3.81032213e-03  4.89842215e-03  -3.03771197e-05  -3.82179554e-03  2.06917200e-03
-8.00000000e-02  2.59844868e-01  0.00000000e+00  6.32219798e-03  5.12405925e-03  -7.89130929e-02  -9.52819219e-03  -1.25008250e-02  -3.79694700e-02  -2.35329675e-03  6.32061453e-03  -9.48868251e-04  -3.81032213e-03  4.89842215e-03  -3.03771197e-05  -3.82179554e-03  2.06917200e-03
-6.00000000e-02  2.59844868e-01  0.00000000e+00  6.32219798e-03  5.12405925e-03  -7.89130929e-02  -9.52819219e-03  -1.25008250e-02  -3.79694700e-02  -2.35329675e-03  6.32061453e-03  -9.48868251e-04  -3.81032213e-03  4.89842215e-03  -3.03771197e-05  -3.82179554e-03  2.06917200e-03
-4.00000000e-02  2.59844868e-01  0.00000000e+00  6.32219798e-03  5.12405925e-03  -7.89130929e-02  -9.52819219e-03  -1.25008250e-02  -3.79694700e-02  -2.35329675e-03  6.32061453e-03  -9.48868251e-04  -3.81032213e-03  4.89842215e-03  -3.03771197e-05  -3.82179554e-03  2.06917200e-03
-2.00000000e-02  2.59844868e-01  0.00000000e+00  6.32219798e-03  5.12405925e-03  -7.89130929e-02  -9.52819219e-03  -1.25008250e-02  -3.79694700e-02  -2.35329675e-03  6.32061453e-03  -9.48868251e-04  -3.81032213e-03  4.89842215e-03  -3.03771197e-05  -3.82179554e-03  2.06917200e-03
0.00000000e+00  2.59844868e-01  0.00000000e+00  6.32219798e-03  5.12405925e-03  -7.89130929e-02  -9.52819219e-03  -1.25008250e-02  -3.79694700e-02  -2.35329675e-03  6.32061453e-03  -9.48868251e-04  -3.81032213e-03  4.89842215e-03  -3.03771197e-05  -3.82179554e-03  2.06917200e-03
2.00000000e-02  2.59844868e-01  0.00000000e+00  6.32219798e-03  5.12405925e-03  -7.89130929e-02  -9.52819219e-03  -1.25008250e-02  -3.79694700e-02  -2.35329675e-03  6.32061453e-03  -9.48868251e-04  -3.81032213e-03  4.89842215e-03  -3.03771197e-05  -3.82179554e-03  2.06917200e-03
4.00000000e-02  2.59844868e-01  0.00000000e+00  6.32219798e-03  5.12405925e-03  -7.89130929e-02  -9.52819219e-03  -1.25008250e-02  -3.79694700e-02  -2.35329675e-03  6.32061453e-03  -9.48868251e-04  -3.81032213e-03  4.89842215e-03  -3.03771197e-05  -3.82179554e-03  2.06917200e-03
6.00000000e-02  2.59844868e-01  0.00000000e+00  6.32219798e-03  5.12405925e-03  -7.89130929e-02  -9.52819219e-03  -1.25008250e-02  -3.79694700e-02  -2.35329675e-03  6.32061453e-03  -9.48868251e-04  -3.81032213e-03  4.89842215e-03  -3.03771197e-05  -3.82179554e-03  2.06917200e-03
8.00000000e-02  2.59844868e-01  0.00000000e+00  6.32219798e-03  5.12405925e-03  -7.89130929e-02  -9.52819219e-03  -1.25008250e-02  -3.79694700e-02  -2.35329675e-03  6.32061453e-03  -9.48868251e-04  -3.81032213e-03  4.89842215e-03  -3.03771197e-05  -3.82179554e-03  2.06917200e-03
1.00000000e-01  2.59844868e-01  0.00000000e+00  6.32219798e-03  5.12405925e-03  -7.89130929e-02  -9.52819219e-03  -1.25008250e-02  -3.79694700e-02  -2.35329675e-03  6.32061453e-03  -9.48868251e-04  -3.81032213e-03  4.89842215e-03  -3.03771197e-05  -3.82179554e-03  2.06917200e-03
1.20000000e-01  2.59844868e-01  0.00000000e+00  6.32219798e-03  5.12405925e-03  -7.89130929e-02  -9.52819219e-03  -1.25008250e-02  -3.79694700e-02  -2.35329675e-03  6.32061453e-03  -9.48868251e-04  -3.81032213e-03  4.89842215e-03  -3.03771197e-05  -3.82179554e-03  2.06917200e-03
1.40000000e-01  2.59844868e-01  0.00000000e+00  6.32219798e-03  5.12405925e-03  -7.89130929e-02  -9.52819219e-03  -1.25008250e-02  -3.79694700e-02  -2.35329675e-03  6.32061453e-03  -9.48868251e-04  -3.81032213e-03  4.89842215e-03  -3.03771197e-05  -3.82179554e-03  2.06917200e-03
1.60000000e-01  2.59844868e-01  0.00000000e+00  6.32219798e-03  5.12405925e-03  -7.89130929e-02  -9.52819219e-03  -1.25008250e-02  -3.79694700e-02  -2.35329675e-03  6.32061453e-03  -9.48868251e-04  -3.81032213e-03  4.89842215e-03  -3.03771197e-05  -3.82179554e-03  2.06917200e-03
1.80000000e-01  2.59844868e-01  0.00000000e+00  6.32219798e-03  5.12405925e-03  -7.89130929e-02  -9.52819219e-03  -1.25008250e-02  -3.79694700e-02  -2.35329675e-03  6.32061453e-03  -9.48868251e-04  -3.81032213e-03  4.89842215e-03  -3.03771197e-05  -3.82179554e-03  2.06917200e-03
2.00000000e-01  2.59844868e-01  0.00000000e+00  6.32219798e-03  5.12405925e-03  -7.89130929e-02  -9.52819219e-03  -1.25008250e-02  -3.79694700e-02  -2.35329675e-03  6.32061453e-03  -9.48868251e-04  -3.81032213e-03  4.89842215e-03  -3.03771197e-05  -3.82179554e-03  2.06917200e-03
2.20000000e-01  2.59844868e-01  0.00000000e+00  6.32219798e-03  5.12405925e-03  -7.89130929e-02  -9.52819219e-03  -1.25008250e-02  -3.79694700e-02  -2.35329675e-03  6.32061453e-03  -9.48868251e-04  -3.81032213e-03  4.89842215e-03  -3.03771197e-05  -3.82179554e-03  2.06917200e-03
2.40000000e-01  2.59844868e-01  0.00000000e+00  6.32219798e-03  5.12405925e-03  -7.89130929e-02  -9.52819219e-03  -1.25008250e-02  -3.79694700e-02  -2.35329675e-03  6.32061453e-03  -9.48868251e-04  -3.81032213e-03  4.89842215e-03  -3.03771197e-05  -3.82179554e-03  2.06917200e-03
2.60000000e-01  2.59844868e-01  0.00000000e+00  6.32219798e-03  5.12405925e-03  -7.89130929e-02  -9.52819219e-03  -1.25008250e-02  -3.79694700e-02  -2.35329675e-03  6.32061453e-03  -9.48868251e-04  -3.81032213e-03  4.89842215e-03  -3.03771197e-05  -3.82179554e-03  2.06917200e-03
2.80000000e-01  2.59844868e-01  0.00000000e+00  6.32219798e-03  5.12405925e-03  -7.89130929e-02  -9.52819219e-03  -1.25008250e-02  -3.79694700e-02  -2.35329675e-03  6.32061453e-03  -9.48868251e-04  -3.81032213e-03  4.89842215e-03  -3.03771197e-05  -3.82179554e-03  2.06917200e-03
3.00000000e-01  2.59844868e-01  0.00000000e+00  6.32219798e-03  5.12405925e-03  -7.89130929e-02  -9.52819219e-03  -1.25008250e-02  -3.79694700e-02  -2.35329675e-03  6.32061453e-03  -9.48868251e-04  -3.81032213e-03  4.89842215e-03  -3.03771197e-05  -3.82179554e-03  2.06917200e-03
3.20000000e-01  2.59844868e-01  0.00000000e+00  6.32219798e-03  5.12405925e-03  -7.89130929e-02  -9.52819219e-03  -1.25008250e-02  -3.79694700e-02  -2.35329675e-03  6.32061453e-03  -9.48868251e-04  -3.81032213e-03  4.89842215e-03  -3.03771197e-05  -3.82179554e-03  2.06917200e-03
3.40000000e-01  2.59844868e-01  0.00000000e+00  6.32219798e-03  5.12405925e-03  -7.89130929e-02  -9.52819219e-03  -1.25008250e-02  -3.79694700e-02  -2.35329675e-03  6.32061453e-03  -9.48868251e-04  -3.81032213e-03  4.89842215e-03  -3.03771197e-05  -3.82179554e-03  2.06917200e-03
3.60000000e-01  2.59844868e-01  0.00000000e+00  6.32219798e-03  5.12405925e-03  -7.89130929e-02  -9.52819219e-03  -1.25008250e-02  -3.79694700e-02  -2.35329675e-03  6.32061453e-03  -9.48868251e-04  -3.81032213e-03  4.89842215e-03  -3.03771197e-05  -3.82179554e-03  2.06917200e-03
3.80000000e-01  2.59844868e-01  0.00000000e+00  6.32219798e-03  5.12405925e-03  -7.89130929e-02  -9.52819219e-03  -1.25008250e-02  -3.79694700e-02  -2.35329675e-03  6.32061453e-03  -9.48868251e-04  -3.81032213e-03  4.89842215e-03  -3.03771197e-05  -3.82179554e-03  2.06917200e-03
4.00000000e-01  2.59844868e-01  0.00000000e+00  6.32219798e-03  5.12405925e-03  -7.89130929e-02  -9.52819219e-03  -1.25008250e-02  -3.79694700e-02  -2.35329675e-03  6.32061453e-03  -9.48868251e-04  -3.81032213e-03  4.89842215e-03  -3.03771197e-05  -3.82179554e-03  2.06917200e-03
4.20000000e-01  2.59844868e-01  0.00000000e+00  6.32219798e-03  5.12405925e-03  -7.89130929e-02  -9.52819219e-03  -1.25008250e-02  -3.79694700e-02  -2.35329675e-03  6.32061453e-03  -9.48868251e-04  -3.81032213e-03  4.89842215e-03  -3.03771197e-05  -3.82179554e-03  2.06917200e-03
4.40000000e-01  2.59844868e-01  0.00000000e+00  6.32219798e-03  5.12405925e-03  -7.89130929e-02  -9.52819219e-03  -1.25008250e-02  -3.79694700e-02  -2.35329675e-03  6.32061453e-03  -9.48868251e-04  -3.81032213e-03  4.89842215e-03  -3.03771197e-05  -3.82179554e-03  2.06917200e-03
4.60000000e-01  2.59844868e-01  0.00000000e+00  6.32219798e-03  5.12405925e-03  -7.89130929e-02  -9.52819219e-03  -1.25008250e-02  -3.79694700e-02  -2.35329675e-03  6.32061453e-03  -9.48868251e-04  -3.81032213e-03  4.89842215e-03  -3.03771197e-05  -3.82179554e-03  2.06917200e-03
4.80000000e-01  2.59844868e-01  0.00000000e+00  6.32219798e-03  5.12405925e-03  -7.89130929e-02  -9.52819219e-03  -1.25008250e-02  -3.79694700e-02  -2.35329675e-03  6.32061453e-03  -9.48868251e-04  -3.81032213e-03  4.89842215e-03  -3.03771197e-05  -3.82179554e-03  2.06917200e-03
5.00000000e-01  2.59844868e-01  0.00000000e+00  6.32219798e-03  5.12405925e-03  -7.89130929e-02  -9.52819219e-03  -1.25008250e-02  -3.79694700e-02  -2.35329675e-03  6.32061453e-03  -9.48868251e-04  -3.81032213e-03  4.89842215e-03  -3.03771197e-05  -3.82179554e-03  2.06917200e-03
